Date,Open,High,Low,Close,Adj_Close,Volume
Apr 23 2024,491.25,498.76,488.97,496.1,494.3,15079200
Apr 24 2024,508.06,510.0,484.58,493.5,491.71,37772700
Apr 25 2024,421.4,445.77,414.5,441.38,439.78,82890700
Apr 26 2024,441.46,446.44,431.96,443.29,441.68,32691400
Apr 29 2024,439.56,439.76,428.56,432.62,431.05,21502600
Apr 30 2024,431.05,439.62,429.72,430.17,428.61,18429500
May 1 2024,428.6,449.96,427.11,439.19,437.59,20344900
May 2 2024,438.84,443.96,432.28,441.68,440.07,15221300
May 3 2024,445.93,454.17,443.85,451.96,450.32,16489100
May 6 2024,455.58,466.16,453.34,465.68,463.99,15094600
May 7 2024,466.29,471.53,461.31,468.24,466.54,13406800
May 8 2024,463.5,475.58,463.0,472.6,470.88,11683900
May 9 2024,470.0,476.08,467.63,475.42,473.69,9437700
May 10 2024,477.09,477.5,469.6,476.2,474.47,10750000
May 13 2024,472.75,473.35,462.85,468.01,466.31,14668800
May 14 2024,463.37,472.54,460.08,471.85,470.13,10478600
May 15 2024,474.98,482.5,471.2,481.54,479.79,13100500
May 16 2024,475.0,477.69,472.75,473.23,471.51,16608200
May 17 2024,470.83,472.8,468.42,471.91,470.19,10807300
May 20 2024,469.95,473.2,467.04,468.84,467.14,11745100
May 21 2024,467.12,470.7,462.27,464.63,462.94,11742200
May 22 2024,467.87,473.72,465.65,467.78,466.08,10078600
May 23 2024,472.88,474.36,461.54,465.78,464.09,11747900
May 24 2024,467.62,479.85,466.3,478.22,476.48,12012300
May 28 2024,476.58,480.86,474.84,479.92,478.18,10175800
May 29 2024,474.66,479.85,473.7,474.36,472.64,9226200
May 30 2024,471.67,471.73,464.71,467.05,465.35,10735200
May 31 2024,465.8,469.12,454.46,466.83,465.13,16919800
Jun 3 2024,470.86,479.6,468.24,477.49,475.75,11279400
Jun 4 2024,477.0,478.89,473.23,476.99,475.26,7088700
Jun 5 2024,484.45,496.65,483.91,495.06,493.26,15690500
Jun 6 2024,492.98,502.82,490.89,493.76,491.97,10667300
Jun 7 2024,495.91,498.91,490.17,492.96,491.17,9380700
Jun 10 2024,493.86,502.66,493.41,502.6,500.77,11236900
Jun 11 2024,500.16,507.6,498.27,507.47,505.63,9673700
Jun 12 2024,513.99,514.01,504.47,508.84,506.99,11983200
Jun 13 2024,505.71,509.36,501.36,504.1,502.27,9954600
Jun 14 2024,502.65,507.15,500.75,504.16,502.83,10243300
Jun 17 2024,501.67,510.75,496.01,506.63,505.29,11266600
Jun 18 2024,504.56,506.0,495.02,499.49,498.17,13060400
Jun 20 2024,502.0,503.67,496.77,501.7,500.37,11801200
Jun 21 2024,503.45,503.45,492.39,494.78,493.47,23130700
Jun 24 2024,499.2,507.8,494.29,498.91,497.59,13525300
Jun 25 2024,497.05,510.71,495.5,510.6,509.25,12109800
Jun 26 2024,506.65,513.81,504.68,513.12,511.76,8882300
Jun 27 2024,514.25,522.88,513.9,519.56,518.19,10121200
Jun 28 2024,517.15,521.88,503.84,504.22,502.89,15855100
Jul 1 2024,504.95,506.58,493.17,504.68,503.34,10328200
Jul 2 2024,500.76,510.5,499.45,509.5,508.15,7739500
Jul 3 2024,506.37,511.28,506.02,509.96,508.61,6005600
Jul 5 2024,511.6,540.87,511.6,539.91,538.48,21354100
Jul 8 2024,542.35,542.81,526.65,529.32,527.92,14917500
Jul 9 2024,533.75,537.48,528.19,530.0,528.6,8753200
Jul 10 2024,530.79,538.88,528.36,534.69,533.28,10983300
Jul 11 2024,530.89,535.46,508.37,512.7,511.34,16458300
Jul 12 2024,497.76,508.09,494.23,498.87,497.55,19750500
Jul 15 2024,498.63,506.68,493.37,496.16,494.85,12539200
Jul 16 2024,501.5,503.95,485.79,489.79,488.49,14075800
Jul 17 2024,479.17,479.17,459.12,461.99,460.77,28076600
Jul 18 2024,475.0,479.24,464.54,475.85,474.59,19267200
Jul 19 2024,476.06,486.71,475.71,476.79,475.53,15149400
Jul 22 2024,486.58,492.06,483.9,487.4,486.11,12023100
Jul 23 2024,489.84,495.22,487.72,488.69,487.4,9455500
Jul 24 2024,472.31,476.3,460.58,461.27,460.05,17649700
Jul 25 2024,463.26,463.55,442.65,453.41,452.21,18240500
Jul 26 2024,464.2,469.77,459.42,465.7,464.47,14222400
Jul 29 2024,469.88,473.96,465.02,465.71,464.48,11339600
Jul 30 2024,467.0,472.73,456.7,463.19,461.96,11390400
Jul 31 2024,471.02,476.5,466.75,474.83,473.57,24285800
Aug 1 2024,521.0,527.17,492.1,497.74,496.42,43083100
Aug 2 2024,489.0,501.15,476.15,488.14,486.85,24044700
Aug 5 2024,451.35,483.48,450.8,475.73,474.47,21396200
Aug 6 2024,479.0,502.56,478.65,494.09,492.78,20955000
Aug 7 2024,503.13,510.15,486.86,488.92,487.63,20105300
Aug 8 2024,497.5,509.96,494.72,509.63,508.28,16156800
Aug 9 2024,507.71,518.34,505.7,517.77,516.4,13696600
Aug 12 2024,516.86,518.02,509.1,515.95,514.59,9767400
Aug 13 2024,520.01,531.5,518.15,528.54,527.14,13743800
Aug 14 2024,528.06,534.0,523.13,526.76,525.37,11444200
Aug 15 2024,531.79,539.77,526.7,537.33,535.91,13482100
Aug 16 2024,531.9,533.66,524.66,527.42,526.02,14776700
Aug 19 2024,526.87,531.66,522.76,529.28,527.88,9879700
Aug 20 2024,528.35,531.09,525.88,526.73,525.34,7944400
Aug 21 2024,527.15,539.4,526.93,535.16,533.74,13423300
Aug 22 2024,537.0,544.23,528.59,531.93,530.52,15708300
Aug 23 2024,536.92,539.87,525.06,528.0,526.6,11323900
Aug 26 2024,527.6,528.0,514.95,521.12,519.74,9584000
Aug 27 2024,518.98,524.01,515.31,519.1,517.73,6282700
Aug 28 2024,517.67,521.09,512.45,516.78,515.41,9106100
Aug 29 2024,519.05,527.2,515.68,518.22,516.85,8317400
Aug 30 2024,521.35,523.54,515.2,521.31,519.93,9157500
Sep 3 2024,519.64,525.49,508.62,511.76,510.41,12459100
Sep 4 2024,506.07,516.59,504.07,512.74,511.38,8335200
Sep 5 2024,511.72,521.63,511.15,516.86,515.49,8640900
Sep 6 2024,521.88,524.58,498.25,500.27,498.95,14744500
Sep 9 2024,506.16,511.33,502.08,504.79,503.45,11047800
Sep 10 2024,508.16,514.18,500.03,504.79,503.45,9899000
Sep 11 2024,507.01,513.12,495.6,511.83,510.48,10782500
Sep 12 2024,517.05,526.71,515.22,525.6,524.21,11993300
Sep 13 2024,520.34,527.58,517.11,524.62,523.23,10321400
Sep 16 2024,524.54,534.1,517.4,533.28,532.38,9527600
Sep 17 2024,537.6,542.1,530.57,536.32,535.41,11690800
Sep 18 2024,537.07,544.2,533.9,537.95,537.04,10323500
Sep 19 2024,550.0,562.07,546.52,559.1,558.15,15647000
Sep 20 2024,560.0,564.5,556.3,561.35,560.4,22066800
Sep 23 2024,569.5,573.98,562.41,564.41,563.45,12830700
Sep 24 2024,566.68,567.75,554.19,563.33,562.38,12993000
Sep 25 2024,564.05,576.88,563.72,568.31,567.35,16543400
Sep 26 2024,575.73,577.4,562.35,567.84,566.88,14400800
Sep 27 2024,570.1,570.84,564.51,567.36,566.4,9398400
Sep 30 2024,567.7,574.68,564.8,572.44,571.47,12792300
Oct 1 2024,577.98,583.04,570.1,576.47,575.49,15259300
Oct 2 2024,574.86,576.0,569.34,572.81,571.84,6524700
Oct 3 2024,570.15,583.36,568.73,582.77,581.78,11581000
Oct 4 2024,583.73,596.85,581.43,595.94,594.93,14169500
Oct 7 2024,598.22,602.95,584.04,584.78,583.79,12014200
Oct 8 2024,589.69,593.56,585.97,592.89,591.89,7857400
Oct 9 2024,593.99,594.39,581.61,590.51,589.51,9529700
Oct 10 2024,587.57,590.23,582.52,583.83,582.84,7740400
Oct 11 2024,584.83,591.21,582.71,589.95,588.95,8587100
Oct 14 2024,594.22,600.1,589.96,590.42,589.42,8252000
Oct 15 2024,590.16,590.61,580.14,586.27,585.28,9564200
Oct 16 2024,581.4,582.08,574.03,576.79,575.81,11268400
Oct 17 2024,583.33,584.97,575.2,576.93,575.95,8701200
Oct 18 2024,581.1,583.97,575.25,576.47,575.49,7694300
Oct 21 2024,576.03,577.24,569.11,575.16,574.19,8171900
Oct 22 2024,574.29,583.53,572.12,582.01,581.02,8544500
Oct 23 2024,579.97,585.0,562.5,563.69,562.74,14248400
Oct 24 2024,567.13,568.88,561.52,567.78,566.82,7184700
Oct 25 2024,573.93,581.29,571.72,573.25,572.28,11337900
Oct 28 2024,582.0,583.75,574.12,578.16,577.18,10925100
Oct 29 2024,580.15,593.67,575.4,593.28,592.27,13019100
Oct 30 2024,600.98,601.2,589.38,591.8,590.8,26864900
Oct 31 2024,585.0,589.9,563.01,567.58,566.62,26838400
Nov 1 2024,567.61,573.67,562.56,567.16,566.2,15303200
Nov 4 2024,564.1,568.69,557.89,560.68,559.73,12064600
Nov 5 2024,567.3,573.48,566.67,572.43,571.46,9775400
Nov 6 2024,562.75,573.0,555.17,572.05,571.08,18305400
Nov 7 2024,576.89,594.8,575.21,591.7,590.7,14653700
Nov 8 2024,591.54,593.1,584.52,589.34,588.34,9415700
Nov 11 2024,586.36,587.0,576.51,583.17,582.18,10209100
Nov 12 2024,588.54,599.66,580.38,584.82,583.83,16287700
Nov 13 2024,582.61,585.64,575.17,580.0,579.02,10757600
Nov 14 2024,577.0,580.76,573.01,577.16,576.18,11053700
Nov 15 2024,571.22,572.57,551.5,554.08,553.14,17712900
Nov 18 2024,557.04,559.9,550.09,554.4,553.46,14346700
Nov 19 2024,551.86,561.43,550.6,561.09,560.14,9522400
Nov 20 2024,562.93,566.35,554.2,565.52,564.56,9797300
Nov 21 2024,569.52,570.0,549.05,563.09,562.14,11154700
Nov 22 2024,563.55,563.83,554.59,559.14,558.19,9164000
Nov 25 2024,562.1,572.59,556.39,565.11,564.15,13599800
Nov 26 2024,566.0,577.5,565.2,573.54,572.57,10356600
Nov 27 2024,574.89,574.98,564.1,569.2,568.24,7200200
Nov 29 2024,569.0,578.46,566.9,574.32,573.35,7130500
Dec 2 2024,577.5,594.5,575.57,592.83,591.83,12522400
Dec 3 2024,595.0,614.2,591.25,613.65,612.61,14907200
Dec 4 2024,612.96,617.78,605.1,613.78,612.74,14697000
Dec 5 2024,617.08,619.9,607.05,608.93,607.9,8081200
Dec 6 2024,610.1,629.79,608.53,623.77,622.71,16935500
Dec 9 2024,623.92,626.4,606.17,613.57,612.53,11426000
Dec 10 2024,617.56,625.59,612.74,619.32,618.27,10938900
Dec 11 2024,623.37,638.4,621.53,632.68,631.61,10837200
Dec 12 2024,631.5,636.66,627.21,630.79,629.72,7474700
Dec 13 2024,627.22,631.08,616.89,620.35,619.3,8453300
Dec 16 2024,629.98,631.15,618.58,624.24,623.69,10885600
Dec 17 2024,626.17,632.37,616.54,619.44,618.89,12897800
Dec 18 2024,621.0,627.36,596.32,597.19,596.66,17075500
Dec 19 2024,610.39,611.52,595.0,595.57,595.04,14958100
Dec 20 2024,590.58,603.11,580.0,585.25,584.73,48989400
Dec 23 2024,589.6,601.09,586.25,599.85,599.32,10205800
Dec 24 2024,602.72,607.99,599.28,607.75,607.21,4726100
Dec 26 2024,605.48,606.3,598.94,603.35,602.81,6081400
Dec 27 2024,599.41,601.85,589.8,599.81,599.28,8084200
Dec 30 2024,588.75,596.94,585.58,591.24,590.71,7025900
Dec 31 2024,592.27,593.97,583.85,585.51,584.99,6019500
Jan 2 2025,589.72,604.91,587.82,599.24,598.71,12682300
Jan 3 2025,604.76,609.5,596.41,604.63,604.09,11436800
Jan 6 2025,611.83,630.99,605.62,630.2,629.64,14560800
Jan 7 2025,631.7,632.1,608.23,617.89,617.34,12071500
Jan 8 2025,613.4,616.44,602.79,610.72,610.18,10085800
Jan 10 2025,610.03,629.91,597.34,615.86,615.31,19256600
Jan 13 2025,607.1,608.97,598.45,608.33,607.79,10785000
Jan 14 2025,605.07,605.49,588.55,594.25,593.72,13598000
