Date,Open,High,Low,Close,Adj_Close,Volume
Apr 23 2024,80.77,82.77,80.26,82.42,82.4,438559000.0
Apr 24 2024,83.95,84.08,79.18,79.68,79.65,512208000.0
Apr 25 2024,78.87,83.32,78.22,82.63,82.6,424641000.0
Apr 26 2024,83.82,88.33,83.39,87.74,87.71,551011000.0
Apr 29 2024,87.60,87.99,85.27,87.76,87.73,388971000.0
Apr 30 2024,87.24,88.82,86.3,86.4,86.37,363709000.0
May 1 2024,85.08,86.0,81.25,83.04,83.01,559863000.0
May 2 2024,84.45,86.24,83.2,85.82,85.79,377898000.0
May 3 2024,87.79,89.28,87.04,88.79,88.76,398341000.0
May 6 2024,89.39,92.22,89.06,92.14,92.11,376203000.0
May 7 2024,91.10,91.78,89.01,90.55,90.52,437342000.0
May 8 2024,89.48,91.19,89.42,90.41,90.38,325721000.0
May 9 2024,90.53,91.07,88.23,88.75,88.72,378013000.0
May 10 2024,90.31,91.4,89.23,89.88,89.85,335325000.0
May 13 2024,90.48,91.0,88.53,90.4,90.37,289680000.0
May 14 2024,89.60,91.65,88.93,91.36,91.33,296507000.0
May 15 2024,92.47,94.86,91.6,94.63,94.6,417735000.0
May 16 2024,94.91,95.82,94.1,94.36,94.33,323952000.0
May 17 2024,94.37,94.74,91.81,92.48,92.45,359691000.0
May 20 2024,93.75,95.2,93.44,94.78,94.75,318764000.0
May 21 2024,93.60,95.4,93.18,95.39,95.35,328946000.0
May 22 2024,95.46,96.02,93.25,94.95,94.92,548648000.0
May 23 2024,102.03,106.32,101.52,103.8,103.76,835065000.0
May 24 2024,104.45,106.47,103.0,106.47,106.43,429494000.0
May 28 2024,110.24,114.94,109.88,113.9,113.86,652728000.0
May 29 2024,113.05,115.49,110.9,114.82,114.79,557442000.0
May 30 2024,114.65,115.82,109.66,110.5,110.46,487350000.0
May 31 2024,112.52,112.72,106.94,109.63,109.6,613263000.0
Jun 3 2024,113.62,115.0,112.0,115.0,114.96,438392000.0
Jun 4 2024,115.72,116.6,114.04,116.44,116.4,403324000.0
Jun 5 2024,118.37,122.45,117.47,122.44,122.4,528402000.0
Jun 6 2024,124.05,125.59,118.32,121.0,120.96,664696000.0
Jun 7 2024,119.77,121.69,118.02,120.89,120.85,412386000.0
