Date,Open,High,Low,Close,Adj_Close,Volume
Jun 3 2024,113.62,115.0,112.0,115.0,114.96,438392000
Jun 4 2024,115.72,116.6,114.04,116.44,116.4,403324000
Jun 5 2024,118.37,122.45,117.47,122.44,122.4,528402000
Jun 6 2024,124.05,125.59,118.32,121.0,120.96,664696000
Jun 7 2024,119.77,121.69,118.02,120.89,120.85,412386000
Jun 10 2024,120.37,123.1,117.01,121.79,121.75,314162700
Jun 11 2024,121.77,122.87,118.74,120.91,120.88,222551200
Jun 12 2024,123.06,126.88,122.57,125.2,125.17,299595000
Jun 13 2024,129.39,129.8,127.16,129.61,129.58,260704500
Jun 14 2024,129.96,132.84,128.32,131.88,131.85,309320400
Jun 17 2024,132.99,133.73,129.58,130.98,130.95,288504400
Jun 18 2024,131.14,136.33,130.69,135.58,135.55,294335100
Jun 20 2024,139.8,140.76,129.52,130.78,130.75,517768400
Jun 21 2024,127.12,130.63,124.3,126.57,126.54,655484700
Jun 24 2024,123.24,124.46,118.04,118.11,118.08,476060900
Jun 25 2024,121.2,126.5,119.32,126.09,126.06,425787500
Jun 26 2024,126.13,128.12,122.6,126.4,126.37,362975900
Jun 27 2024,124.1,126.41,122.92,123.99,123.96,252571700
Jun 28 2024,124.58,127.71,122.75,123.54,123.51,315516700
Jul 1 2024,123.47,124.84,118.83,124.3,124.27,284885500
Jul 2 2024,121.13,123.41,121.03,122.67,122.64,218374000
Jul 3 2024,121.66,128.28,121.36,128.28,128.25,215749000
Jul 5 2024,127.38,128.85,125.68,125.83,125.8,214176700
Jul 8 2024,127.49,130.77,127.04,128.2,128.17,237677300
Jul 9 2024,130.35,133.82,128.65,131.38,131.35,285366600
Jul 10 2024,134.03,135.1,132.42,134.91,134.88,248978600
Jul 11 2024,135.75,136.15,127.05,127.4,127.37,374782700
Jul 12 2024,128.26,131.92,127.22,129.24,129.21,252680500
Jul 15 2024,130.56,131.39,127.18,128.44,128.41,208326200
Jul 16 2024,128.44,129.04,124.58,126.36,126.33,214769500
Jul 17 2024,121.35,121.85,116.72,117.99,117.96,390086200
Jul 18 2024,121.85,122.4,116.56,121.09,121.06,320979500
Jul 19 2024,120.35,121.6,117.37,117.93,117.9,217223800
Jul 22 2024,120.35,124.07,119.86,123.54,123.51,258068900
Jul 23 2024,122.78,124.69,122.1,122.59,122.56,173911000
Jul 24 2024,119.17,119.95,113.44,114.25,114.22,327776900
Jul 25 2024,113.04,116.63,106.3,112.28,112.25,460067000
Jul 26 2024,116.19,116.2,111.58,113.06,113.03,293399100
Jul 29 2024,113.69,116.28,111.3,111.59,111.56,248152100
Jul 30 2024,111.52,111.99,102.54,103.73,103.7,486833300
Jul 31 2024,112.9,118.34,110.88,117.02,116.99,473174200
Aug 1 2024,117.53,120.16,106.81,109.21,109.18,523462300
Aug 2 2024,103.76,108.72,101.37,107.27,107.24,482027500
Aug 5 2024,92.06,103.41,90.69,100.45,100.43,552842400
Aug 6 2024,103.84,107.71,100.55,104.25,104.22,409012100
Aug 7 2024,107.81,108.8,98.69,98.91,98.89,411440400
Aug 8 2024,102.0,105.5,97.52,104.97,104.94,391910000
Aug 9 2024,105.64,106.6,103.43,104.75,104.72,290844200
Aug 12 2024,106.32,111.07,106.26,109.02,108.99,325559900
Aug 13 2024,112.44,116.23,111.58,116.14,116.11,312646700
Aug 14 2024,118.53,118.6,114.07,118.08,118.05,339246400
Aug 15 2024,118.76,123.24,117.47,122.86,122.83,318086700
Aug 16 2024,121.94,125.0,121.18,124.58,124.55,302589900
Aug 19 2024,124.28,130.0,123.42,130.0,129.97,318333600
Aug 20 2024,128.4,129.88,125.89,127.25,127.22,300087400
Aug 21 2024,127.32,129.35,126.66,128.5,128.47,257883600
Aug 22 2024,130.02,130.75,123.1,123.74,123.71,376189100
Aug 23 2024,125.86,129.6,125.22,129.37,129.34,323230300
Aug 26 2024,129.57,131.26,124.37,126.46,126.43,331964700
Aug 27 2024,125.05,129.2,123.88,128.3,128.27,303134600
Aug 28 2024,128.12,128.33,122.64,125.61,125.58,448101100
Aug 29 2024,121.36,124.43,116.71,117.59,117.56,453023300
